rms,score
5.516,20.238
3.499,20.239
6.285,20.239
6.173,20.239
5.554,20.240
6.164,20.241
6.096,20.241
5.865,20.242
6.201,20.242
5.998,20.243
7.229,20.243
4.705,20.243
4.943,20.243
4.401,20.244
6.022,20.244
6.406,20.245
5.055,20.245
4.069,20.246
5.974,20.246
4.951,20.247
5.750,20.249
6.182,20.250
5.192,20.251
5.953,20.252
4.320,20.255
5.697,20.256
6.301,20.256
7.143,20.257
6.082,20.258
4.601,20.259
4.495,20.260
5.477,20.261
5.763,20.265
3.921,20.265
4.319,20.266
5.613,20.266
5.680,20.266
6.286,20.267
6.007,20.267
5.728,20.269
4.436,20.271
4.561,20.272
5.261,20.272
4.797,20.272
4.272,20.272
7.227,20.273
6.090,20.273
5.798,20.274
6.174,20.275
3.992,20.276
6.305,20.277
3.953,20.277
5.431,20.278
4.862,20.278
6.578,20.279
5.096,20.279
5.520,20.279
6.204,20.279
5.004,20.279
5.396,20.283
6.646,20.283
5.222,20.284
5.513,20.284
5.965,20.284
6.466,20.284
6.350,20.288
3.855,20.290
6.431,20.290
5.293,20.291
5.150,20.292
6.070,20.292
7.242,20.293
4.730,20.293
5.443,20.294
6.921,20.294
5.655,20.296
5.482,20.297
6.242,20.299
5.356,20.300
5.698,20.302
6.824,20.303
6.120,20.303
2.864,20.305
4.833,20.305
4.014,20.306
6.136,20.307
3.400,20.307
4.576,20.307
5.839,20.308
5.725,20.308
6.838,20.310
6.930,20.311
6.808,20.311
5.956,20.311
5.944,20.312
4.052,20.313
3.016,20.315
6.789,20.317
6.173,20.318
5.837,20.318
3.800,20.318
4.622,20.318
5.292,20.318
6.204,20.320
4.880,20.320
7.313,20.321
3.733,20.321
3.945,20.321
4.395,20.322
5.901,20.322
6.136,20.323
3.680,20.325
5.706,20.325
3.566,20.326
6.394,20.326
4.470,20.327
5.026,20.327
3.519,20.327
5.846,20.328
6.558,20.328
4.320,20.329
6.618,20.330
5.341,20.330
6.829,20.330
3.612,20.332
6.626,20.333
5.981,20.334
6.319,20.334
4.514,20.335
6.793,20.335
5.096,20.335
6.256,20.336
3.756,20.337
5.530,20.337
2.439,20.337
6.405,20.338
6.263,20.338
6.662,20.338
6.331,20.338
6.018,20.341
3.473,20.341
3.879,20.342
4.740,20.343
5.662,20.344
6.004,20.346
4.757,20.346
3.645,20.347
4.307,20.348
2.958,20.349
4.400,20.349
5.878,20.349
6.280,20.349
5.062,20.351
5.570,20.352
4.212,20.352
3.576,20.352
5.918,20.352
6.335,20.353
4.356,20.354
4.850,20.355
5.493,20.355
5.753,20.355
7.291,20.357
5.731,20.357
6.520,20.358
3.528,20.358
5.924,20.359
4.562,20.361
6.551,20.362
3.851,20.362
4.382,20.362
3.295,20.362
5.997,20.363
3.223,20.363
4.463,20.364
3.770,20.364
4.683,20.365
4.034,20.365
5.544,20.365
5.753,20.366
5.469,20.366
6.237,20.366
3.281,20.367
5.623,20.367
6.071,20.367
3.491,20.368
6.109,20.368
4.244,20.369
5.266,20.369
6.156,20.370
4.145,20.371
2.354,20.371
5.319,20.371
6.048,20.371
5.383,20.372
5.094,20.372
6.365,20.373
7.372,20.373
5.726,20.373
4.843,20.373
6.316,20.373
5.444,20.374
3.972,20.374
5.705,20.375
4.022,20.375
3.570,20.376
4.095,20.376
6.136,20.377
5.913,20.377
5.533,20.377
6.138,20.377
5.894,20.378
6.999,20.378
6.091,20.379
4.187,20.380
4.947,20.380
6.403,20.381
6.433,20.382
4.881,20.382
2.923,20.383
3.755,20.384
5.658,20.385
5.028,20.385
3.520,20.385
6.056,20.387
5.058,20.388
5.620,20.389
5.612,20.389
6.210,20.389
3.301,20.390
5.950,20.390
3.195,20.391
5.668,20.393
6.810,20.395
5.570,20.396
5.847,20.397
3.775,20.397
5.093,20.398
3.541,20.399
5.630,20.400
5.838,20.400
5.625,20.400
5.539,20.401
6.742,20.401
3.002,20.401
3.184,20.401
5.460,20.402
3.237,20.402
5.694,20.403
4.186,20.404
6.105,20.405
6.313,20.407
5.564,20.407
5.046,20.408
5.571,20.409
3.923,20.409
5.571,20.410
5.537,20.410
6.327,20.410
4.331,20.411
5.395,20.412
5.651,20.414
6.816,20.414
5.185,20.415
5.009,20.415
6.327,20.415
6.490,20.416
6.005,20.416
5.982,20.418
5.574,20.418
5.127,20.419
6.423,20.419
4.904,20.420
4.168,20.420
4.577,20.420
5.509,20.421
4.490,20.421
4.866,20.421
2.457,20.422
5.791,20.422
5.903,20.422
6.733,20.423
6.533,20.423
3.103,20.423
5.228,20.424
6.278,20.424
5.773,20.425
3.329,20.426
7.178,20.426
5.796,20.427
6.020,20.427
4.348,20.432
5.904,20.432
6.119,20.433
5.210,20.433
4.925,20.433
6.143,20.434
5.264,20.434
5.725,20.434
6.481,20.436
7.259,20.436
5.401,20.437
5.763,20.438
6.504,20.439
4.877,20.440
5.555,20.441
3.941,20.441
6.337,20.442
4.040,20.442
6.888,20.443
6.840,20.444
5.429,20.444
5.888,20.445
5.865,20.447
5.627,20.448
5.235,20.449
5.607,20.450
5.342,20.450
4.913,20.450
5.390,20.452
5.093,20.452
5.360,20.453
5.715,20.455
3.813,20.456
5.547,20.456
3.069,20.456
5.536,20.456
5.168,20.456
5.493,20.457
6.287,20.457
6.088,20.457
6.166,20.457
6.065,20.460
5.658,20.460
5.910,20.461
4.798,20.461
6.358,20.462
5.427,20.464
5.626,20.465
6.697,20.465
3.484,20.466
4.481,20.466
3.304,20.466
5.919,20.466
4.435,20.467
6.099,20.467
7.182,20.467
3.204,20.468
4.130,20.469
3.852,20.470
4.746,20.470
5.866,20.472
3.753,20.473
5.960,20.473
6.229,20.473
6.132,20.474
3.620,20.474
5.434,20.474
4.549,20.474
3.885,20.474
3.586,20.477
5.806,20.478
4.704,20.479
5.048,20.479
4.944,20.480
4.429,20.480
4.833,20.480
3.319,20.481
4.126,20.481
6.042,20.482
3.968,20.483
6.951,20.483
5.687,20.484
2.236,20.485
5.556,20.486
4.118,20.486
5.797,20.486
4.317,20.487
5.368,20.487
6.296,20.488
4.978,20.489
6.352,20.490
5.308,20.491
5.287,20.491
5.453,20.493
6.069,20.494
3.450,20.495
5.170,20.495
4.987,20.497
3.992,20.498
6.590,20.498
4.578,20.499
3.986,20.499
4.545,20.500
5.453,20.501
5.373,20.502
4.700,20.502
4.404,20.505
5.966,20.506
6.103,20.506
6.828,20.508
4.579,20.508
6.066,20.509
5.447,20.509
4.191,20.509
5.602,20.509
5.392,20.510
4.277,20.510
6.224,20.511
4.325,20.512
7.071,20.513
6.170,20.513
3.967,20.514
7.120,20.514
6.993,20.515
5.019,20.515
6.672,20.516
4.452,20.518
5.848,20.519
4.964,20.519
4.127,20.521
4.985,20.521
5.702,20.523
5.773,20.523
5.555,20.525
5.645,20.526
4.549,20.527
4.425,20.528
3.925,20.529
5.073,20.529
3.555,20.529
5.897,20.530
4.592,20.530
6.421,20.530
6.581,20.531
3.664,20.532
6.170,20.532
3.999,20.533
5.785,20.533
6.178,20.535
6.724,20.535
5.522,20.536
5.312,20.537
6.563,20.538
5.726,20.538
4.990,20.542
6.147,20.542
6.126,20.543
5.449,20.543
6.026,20.544
5.455,20.545
6.508,20.546
6.819,20.547
5.952,20.547
5.845,20.547
5.710,20.548
6.609,20.548
5.907,20.550
6.798,20.550
5.473,20.550
5.716,20.550
3.472,20.551
5.721,20.551
3.368,20.552
5.489,20.552
5.990,20.552
4.843,20.552
3.793,20.553
4.959,20.553
5.339,20.553
4.573,20.553
3.799,20.554
5.577,20.555
5.281,20.555
5.270,20.556
6.360,20.557
5.507,20.557
4.748,20.557
3.022,20.558
5.745,20.558
6.087,20.559
6.048,20.559
7.109,20.560
7.190,20.560
2.191,20.561
5.335,20.561
6.220,20.562
5.987,20.563
5.857,20.563
6.262,20.563
5.669,20.565
5.658,20.565
4.453,20.566
5.706,20.566
6.816,20.566
6.005,20.567
4.173,20.567
4.452,20.567
4.589,20.567
6.019,20.568
3.547,20.568
5.298,20.569
4.481,20.569
5.977,20.569
5.919,20.569
4.820,20.570
5.941,20.572
5.538,20.572
4.540,20.573
5.395,20.574
5.126,20.574
6.272,20.574
6.037,20.574
3.069,20.575
6.528,20.576
5.574,20.576
6.313,20.576
4.651,20.576
5.994,20.576
4.222,20.576
5.643,20.577
5.471,20.577
7.245,20.578
3.861,20.579
5.285,20.579
4.597,20.580
5.224,20.581
3.549,20.581
6.017,20.582
6.120,20.583
6.097,20.585
3.750,20.585
6.824,20.586
4.573,20.586
5.987,20.586
3.007,20.586
5.180,20.587
6.260,20.587
4.826,20.587
6.266,20.588
5.412,20.588
6.261,20.589
5.749,20.589
6.467,20.590
6.994,20.592
6.967,20.592
6.045,20.594
4.323,20.594
6.348,20.595
6.538,20.595
5.950,20.595
5.436,20.598
6.822,20.598
5.039,20.598
5.400,20.598
2.875,20.599
6.022,20.600
5.189,20.600
5.623,20.601
6.236,20.604
4.422,20.605
6.497,20.605
7.005,20.605
3.440,20.607
5.524,20.607
5.222,20.608
5.629,20.609
4.279,20.609
6.392,20.609
2.667,20.610
6.100,20.610
6.125,20.611
3.493,20.611
5.157,20.612
5.720,20.613
5.997,20.616
5.558,20.616
6.248,20.616
3.235,20.616
4.801,20.617
6.551,20.618
4.686,20.618
4.110,20.618
6.272,20.618
6.581,20.619
5.148,20.619
5.865,20.619
6.408,20.620
6.929,20.621
6.284,20.621
3.117,20.621
5.769,20.622
3.791,20.622
5.634,20.623
6.280,20.624
3.806,20.624
3.350,20.625
5.805,20.626
6.836,20.626
6.231,20.626
5.632,20.627
5.167,20.627
3.851,20.627
4.959,20.627
5.108,20.628
6.713,20.629
4.534,20.629
6.632,20.630
5.073,20.630
5.930,20.631
3.754,20.633
5.641,20.633
5.725,20.634
5.793,20.634
5.491,20.635
3.126,20.635
5.973,20.636
5.034,20.636
6.688,20.637
3.440,20.638
3.622,20.638
5.217,20.640
5.064,20.640
5.354,20.641
6.608,20.642
6.234,20.642
4.366,20.643
5.457,20.643
5.455,20.643
3.538,20.644
4.633,20.644
4.783,20.645
5.846,20.645
6.908,20.645
4.335,20.646
5.564,20.648
5.076,20.648
3.275,20.649
3.571,20.649
5.528,20.650
6.613,20.651
5.269,20.651
2.617,20.651
3.356,20.653
4.001,20.653
6.178,20.654
5.228,20.654
3.924,20.654
7.373,20.654
5.739,20.655
5.703,20.656
3.597,20.657
3.967,20.657
3.378,20.659
5.359,20.659
6.433,20.660
5.690,20.661
4.036,20.662
3.681,20.663
4.413,20.663
6.170,20.664
5.817,20.665
3.552,20.666
4.054,20.666
6.551,20.667
3.845,20.668
5.459,20.668
3.180,20.668
7.242,20.668
3.405,20.670
5.655,20.670
5.306,20.671
6.935,20.671
6.043,20.673
6.034,20.673
3.197,20.674
5.758,20.675
4.677,20.675
5.623,20.675
6.232,20.675
4.461,20.676
6.649,20.676
5.137,20.676
5.487,20.676
5.306,20.677
5.872,20.677
5.670,20.677
5.368,20.678
5.768,20.678
6.372,20.682
4.517,20.683
2.720,20.684
6.580,20.685
6.268,20.685
6.009,20.686
5.719,20.687
5.611,20.688
5.101,20.689
5.049,20.689
6.510,20.690
2.858,20.690
3.157,20.690
6.090,20.691
5.432,20.691
6.090,20.691
6.067,20.691
5.199,20.691
6.002,20.692
5.780,20.692
4.353,20.693
5.023,20.694
5.792,20.695
5.722,20.697
3.729,20.698
3.991,20.699
5.892,20.703
4.962,20.704
5.877,20.705
3.431,20.707
6.064,20.707
5.376,20.708
6.620,20.710
6.573,20.710
6.435,20.711
5.972,20.711
6.867,20.712
3.645,20.713
4.434,20.715
4.502,20.716
5.699,20.717
6.817,20.719
3.746,20.719
3.590,20.720
4.468,20.720
4.138,20.723
6.061,20.723
2.853,20.725
3.306,20.725
4.160,20.727
4.973,20.727
6.689,20.727
5.636,20.727
7.512,20.727
6.431,20.728
4.684,20.728
5.385,20.729
4.701,20.729
3.677,20.729
4.359,20.730
6.366,20.731
3.983,20.732
5.329,20.733
6.022,20.733
3.977,20.734
3.447,20.735
6.767,20.737
5.571,20.738
6.445,20.739
3.646,20.740
2.934,20.740
3.095,20.740
5.862,20.741
6.506,20.741
6.284,20.742
4.349,20.742
3.473,20.743
5.006,20.744
5.059,20.744
6.549,20.745
5.254,20.745
4.457,20.745
5.564,20.746
4.808,20.747
4.050,20.747
5.783,20.747
5.680,20.748
6.284,20.748
6.014,20.749
5.712,20.750
3.161,20.750
5.170,20.750
5.873,20.752
4.238,20.752
4.639,20.753
6.675,20.753
6.696,20.754
5.995,20.755
5.999,20.757
5.301,20.757
5.648,20.757
5.842,20.758
5.113,20.758
7.646,20.759
5.593,20.759
3.627,20.760
5.002,20.760
6.566,20.760
6.245,20.761
6.705,20.761
6.285,20.762
3.704,20.762
4.932,20.762
7.051,20.762
7.272,20.765
4.073,20.766
5.638,20.766
3.170,20.766
3.038,20.768
5.511,20.770
5.639,20.770
4.152,20.770
5.321,20.772
5.753,20.774
5.260,20.774
5.888,20.774
6.312,20.774
6.599,20.775
6.929,20.776
5.118,20.777
4.346,20.777
5.510,20.778
3.331,20.778
5.647,20.779
6.096,20.779
6.700,20.780
6.221,20.780
6.962,20.780
4.024,20.780
5.929,20.781
2.972,20.781
3.115,20.781
6.601,20.782
4.932,20.782
5.546,20.782
6.412,20.782
6.869,20.782
5.571,20.784
5.926,20.785
5.941,20.785
5.510,20.786
4.875,20.790
2.871,20.791
5.611,20.791
6.898,20.792
5.978,20.792
5.728,20.792
3.218,20.793
6.170,20.793
6.895,20.794
6.158,20.794
7.002,20.794
5.012,20.794
5.743,20.794
2.585,20.794
7.048,20.794
3.920,20.795
4.266,20.795
3.813,20.795
4.300,20.795
4.421,20.795
5.234,20.796
5.761,20.796
6.291,20.797
7.003,20.798
4.626,20.798
3.816,20.798
4.392,20.798
7.196,20.798
5.122,20.799
6.630,20.799
5.831,20.799
5.717,20.800
5.902,20.801
4.577,20.803
6.323,20.805
6.470,20.805
5.693,20.806
5.486,20.807
4.709,20.807
5.533,20.808
5.601,20.808
2.708,20.809
4.461,20.810
6.259,20.810
4.805,20.811
4.737,20.812
5.630,20.812
5.230,20.813
5.721,20.814
6.946,20.814
4.107,20.815
6.110,20.817
6.025,20.818
4.840,20.818
6.134,20.818
5.390,20.819
6.569,20.819
6.345,20.819
2.983,20.819
2.597,20.820
3.690,20.821
5.076,20.822
5.933,20.822
3.947,20.823
4.667,20.824
4.483,20.824
6.664,20.825
5.539,20.825
3.662,20.826
6.249,20.827
3.124,20.828
4.815,20.829
5.457,20.831
5.490,20.832
5.678,20.832
5.368,20.834
3.720,20.834
6.089,20.834
6.872,20.835
4.868,20.835
5.794,20.835
4.592,20.836
5.466,20.836
4.999,20.836
6.477,20.837
6.476,20.837
5.950,20.837
7.324,20.838
5.840,20.839
4.649,20.839
3.422,20.841
6.590,20.841
6.153,20.842
6.353,20.843
3.439,20.846
5.172,20.847
5.397,20.847
3.911,20.847
6.585,20.848
4.524,20.848
5.028,20.848
6.137,20.848
6.203,20.849
5.033,20.849
4.426,20.849
6.513,20.849
4.677,20.849
5.372,20.850
5.451,20.850
4.922,20.850
5.559,20.851
7.116,20.851
4.687,20.852
5.849,20.855
3.360,20.856
5.230,20.858
2.877,20.859
3.649,20.860
5.268,20.862
5.033,20.862
7.004,20.863
5.865,20.865
5.701,20.867
6.025,20.867
5.547,20.868
4.880,20.868
5.720,20.869
5.606,20.870
5.525,20.872
5.608,20.872
5.933,20.873
6.496,20.874
4.044,20.874
4.902,20.876
5.574,20.878
5.891,20.879
5.706,20.881
3.960,20.882
5.926,20.884
6.253,20.884
4.794,20.886
6.703,20.886
5.866,20.887
5.391,20.888
5.981,20.889
7.341,20.890
4.332,20.891
6.256,20.891
6.155,20.891
1.797,20.892
5.379,20.893
5.504,20.894
4.015,20.895
7.148,20.896
5.482,20.898
4.360,20.900
6.313,20.900
5.684,20.900
4.088,20.900
5.606,20.900
3.473,20.901
6.153,20.903
6.076,20.903
5.392,20.904
5.178,20.904
3.166,20.905
6.669,20.906
6.735,20.908
7.224,20.908
6.121,20.909
5.390,20.910
5.958,20.911
6.346,20.911
5.961,20.911
6.314,20.913
7.133,20.913
6.034,20.913
4.311,20.913
5.663,20.914
6.162,20.915
6.687,20.917
5.588,20.917
3.622,20.918
4.964,20.918
3.099,20.919
5.075,20.920
5.402,20.921
3.936,20.924
4.120,20.924
5.122,20.924
6.751,20.925
4.235,20.926
5.429,20.927
4.735,20.927
5.673,20.929
5.369,20.930
5.031,20.930
3.853,20.930
6.655,20.931
6.559,20.933
6.773,20.934
5.185,20.934
6.638,20.934
5.165,20.935
5.205,20.937
4.414,20.938
3.710,20.938
4.656,20.939
4.194,20.939
5.905,20.940
5.737,20.940
6.543,20.941
5.088,20.941
5.948,20.942
5.002,20.942
6.081,20.942
7.322,20.944
4.529,20.945
4.376,20.946
6.617,20.946
3.776,20.947
3.809,20.947
6.579,20.950
6.057,20.951
4.176,20.951
3.953,20.952
3.945,20.953
5.638,20.953
4.874,20.955
5.003,20.955
6.133,20.957
5.059,20.957
6.267,20.957
3.616,20.958
6.038,20.958
6.157,20.960
5.469,20.960
6.491,20.960
5.582,20.962
3.652,20.962
6.144,20.962
4.479,20.963
5.028,20.963
5.679,20.965
3.820,20.967
5.199,20.967
6.201,20.967
4.037,20.968
5.063,20.968
3.368,20.968
5.071,20.969
4.441,20.969
6.617,20.969
5.420,20.969
4.278,20.970
3.217,20.971
6.879,20.971
6.101,20.972
6.233,20.972
5.525,20.974
6.503,20.976
4.445,20.976
5.947,20.977
3.816,20.978
3.393,20.978
6.899,20.978
3.616,20.979
4.498,20.981
7.311,20.982
3.244,20.984
3.789,20.985
3.910,20.985
5.634,20.989
5.826,20.989
6.002,20.989
6.810,20.992
2.510,20.992
4.813,20.993
3.648,20.993
6.463,20.995
7.072,20.995
6.470,20.995
4.718,20.995
4.929,20.995
6.730,20.995
5.718,20.996
6.345,20.997
5.243,20.998
5.442,20.998
5.457,20.998
6.865,20.999
5.967,21.000
3.507,21.000
2.936,21.002
5.717,21.003
5.519,21.004
6.244,21.004
6.608,21.004
5.561,21.004
5.830,21.006
5.452,21.007
5.298,21.007
5.540,21.009
6.593,21.010
6.375,21.010
6.126,21.012
6.248,21.013
6.026,21.015
4.768,21.015
5.730,21.017
5.927,21.017
6.968,21.018
6.324,21.018
5.508,21.018
4.233,21.018
2.969,21.019
6.816,21.020
6.246,21.020
7.334,21.021
6.221,21.021
5.664,21.021
5.962,21.021
5.939,21.022
5.015,21.022
6.038,21.022
5.302,21.022
7.042,21.023
6.460,21.023
3.813,21.023
5.712,21.024
5.603,21.024
5.451,21.024
5.409,21.024
6.378,21.024
5.893,21.025
6.543,21.025
6.238,21.025
5.773,21.025
5.174,21.027
5.237,21.028
3.405,21.028
2.992,21.028
6.309,21.029
5.775,21.029
5.587,21.030
4.995,21.031
3.185,21.032
3.635,21.032
5.705,21.032
5.222,21.032
7.174,21.033
5.371,21.033
4.594,21.034
7.055,21.034
4.819,21.034
6.012,21.034
4.819,21.035
4.811,21.035
4.140,21.036
4.226,21.037
3.072,21.037
6.502,21.039
3.463,21.040
4.121,21.041
5.408,21.041
4.735,21.041
5.046,21.042
4.463,21.042
5.964,21.043
6.748,21.044
3.339,21.044
3.276,21.045
6.177,21.045
6.221,21.046
5.872,21.046
6.789,21.047
5.278,21.047
5.656,21.048
5.288,21.050
5.240,21.052
5.161,21.053
5.659,21.055
4.681,21.056
4.779,21.057
5.157,21.057
5.056,21.057
4.516,21.057
4.540,21.058
4.436,21.058
6.467,21.059
5.613,21.060
6.039,21.061
5.262,21.062
5.785,21.062
5.442,21.062
3.790,21.062
6.973,21.062
2.885,21.063
6.246,21.064
5.264,21.064
3.575,21.064
6.852,21.065
6.102,21.065
3.239,21.065
4.626,21.067
5.824,21.068
5.432,21.072
5.461,21.073
4.230,21.073
6.126,21.073
4.531,21.074
6.187,21.074
6.597,21.074
5.419,21.075
3.299,21.075
5.640,21.076
5.809,21.076
5.472,21.078
5.510,21.079
6.446,21.079
6.118,21.079
2.996,21.080
5.294,21.082
6.121,21.082
5.638,21.082
6.220,21.083
5.508,21.083
5.051,21.085
6.049,21.085
5.331,21.087
4.506,21.088
5.747,21.088
3.939,21.089
5.602,21.089
6.173,21.089
5.442,21.090
5.849,21.090
6.130,21.090
4.286,21.091
5.223,21.091
6.361,21.092
4.921,21.093
4.897,21.094
3.690,21.094
3.313,21.097
3.296,21.097
4.111,21.097
5.390,21.098
4.837,21.100
3.652,21.100
5.125,21.101
5.324,21.103
6.092,21.105
6.033,21.105
4.874,21.105
6.065,21.106
6.763,21.107
4.758,21.108
3.786,21.109
4.697,21.109
5.777,21.109
6.029,21.110
4.826,21.110
6.316,21.111
6.517,21.112
4.976,21.112
5.568,21.112
4.233,21.112
4.441,21.113
5.631,21.113
6.094,21.114
3.055,21.115
5.277,21.115
4.076,21.115
5.477,21.117
5.354,21.117
5.692,21.118
4.332,21.118
4.052,21.119
5.286,21.119
5.372,21.119
5.046,21.120
4.490,21.120
5.528,21.122
5.704,21.122
4.543,21.123
5.437,21.124
5.237,21.124
4.471,21.126
5.153,21.127
3.481,21.127
5.475,21.128
6.186,21.129
5.107,21.129
4.645,21.130
4.271,21.131
4.637,21.132
4.730,21.134
3.461,21.135
5.662,21.135
5.984,21.135
5.536,21.135
4.873,21.135
6.481,21.136
5.698,21.137
5.430,21.138
6.010,21.138
4.846,21.138
3.705,21.139
5.305,21.140
5.938,21.140
4.194,21.140
6.419,21.140
5.966,21.141
5.492,21.142
4.629,21.145
4.057,21.146
3.592,21.147
5.436,21.148
2.879,21.149
5.480,21.150
6.299,21.150
5.589,21.150
6.755,21.151
5.316,21.152
2.331,21.152
4.680,21.152
5.702,21.153
5.257,21.154
5.724,21.155
3.507,21.155
5.425,21.157
5.257,21.157
6.065,21.158
5.425,21.158
7.083,21.159
5.307,21.160
4.546,21.160
4.820,21.160
6.438,21.160
4.388,21.161
3.786,21.163
4.971,21.163
6.529,21.164
3.276,21.164
5.846,21.165
4.657,21.165
5.207,21.167
7.179,21.167
3.064,21.167
3.882,21.168
6.398,21.168
4.373,21.168
5.737,21.168
3.527,21.168
4.174,21.169
3.579,21.170
5.718,21.171
5.435,21.171
5.921,21.171
4.636,21.172
3.630,21.174
4.784,21.174
5.906,21.174
6.064,21.175
5.567,21.175
6.345,21.175
3.096,21.176
6.448,21.176
6.324,21.177
6.884,21.177
7.119,21.177
4.325,21.178
4.872,21.178
6.235,21.178
5.814,21.179
3.099,21.180
5.400,21.180
5.882,21.181
5.843,21.182
5.406,21.182
3.329,21.183
5.512,21.183
6.465,21.183
4.772,21.184
6.095,21.184
5.644,21.185
6.709,21.185
5.553,21.186
4.188,21.189
5.280,21.189
5.100,21.190
4.203,21.190
5.884,21.190
3.430,21.192
5.588,21.192
7.210,21.193
6.616,21.193
3.914,21.193
6.906,21.193
5.968,21.195
5.784,21.195
5.431,21.197
5.715,21.197
5.528,21.197
2.608,21.200
5.795,21.200
7.027,21.200
5.923,21.200
6.138,21.201
4.106,21.202
6.721,21.202
5.892,21.203
5.276,21.206
2.570,21.206
5.477,21.207
3.462,21.208
6.790,21.209
6.770,21.210
6.589,21.210
4.274,21.210
3.945,21.211
5.112,21.211
4.627,21.211
5.516,21.211
6.027,21.212
5.523,21.213
4.414,21.214
6.215,21.214
4.259,21.215
5.679,21.215
5.764,21.215
5.416,21.216
5.191,21.217
5.930,21.218
5.295,21.219
6.343,21.219
5.172,21.220
4.831,21.221
5.755,21.221
6.935,21.222
3.871,21.222
6.811,21.222
4.321,21.225
3.206,21.226
5.772,21.226
3.711,21.226
5.608,21.227
5.736,21.227
5.399,21.228
4.493,21.229
5.541,21.229
2.981,21.230
5.649,21.232
5.054,21.232
6.476,21.235
6.265,21.235
5.542,21.235
4.607,21.235
6.306,21.236
3.224,21.236
4.843,21.236
3.904,21.238
6.021,21.239
7.040,21.240
5.052,21.241
5.845,21.242
6.206,21.243
2.979,21.243
5.971,21.244
3.595,21.245
4.978,21.246
5.997,21.247
5.535,21.247
5.167,21.247
5.855,21.247
5.910,21.248
5.014,21.248
4.328,21.248
5.673,21.249
5.619,21.249
4.035,21.250
5.692,21.250
6.869,21.252
5.658,21.254
5.275,21.255
5.566,21.256
6.941,21.256
4.986,21.259
4.128,21.259
6.899,21.259
5.975,21.260
4.460,21.260
5.836,21.261
5.646,21.261
3.905,21.261
5.901,21.261
5.693,21.263
3.227,21.263
4.466,21.263
6.210,21.264
4.373,21.264
3.615,21.265
4.571,21.266
5.994,21.266
3.624,21.266
5.351,21.267
6.535,21.268
5.760,21.269
6.744,21.270
5.969,21.270
7.019,21.270
6.934,21.271
6.392,21.272
5.567,21.273
6.313,21.273
6.429,21.274
3.554,21.274
4.874,21.275
6.159,21.275
4.987,21.276
6.496,21.277
6.491,21.277
5.554,21.277
6.256,21.277
6.761,21.277
4.394,21.277
6.959,21.279
5.673,21.280
6.664,21.280
5.762,21.281
5.632,21.282
5.899,21.282
5.225,21.282
6.286,21.283
5.471,21.284
6.212,21.285
5.796,21.286
5.089,21.286
5.177,21.286
6.642,21.288
4.338,21.292
4.416,21.292
5.682,21.293
5.977,21.295
4.509,21.296
3.372,21.296
4.690,21.298
7.238,21.298
5.739,21.299
5.623,21.299
5.857,21.299
3.098,21.301
6.148,21.301
4.275,21.301
4.371,21.301
6.151,21.302
5.778,21.303
6.101,21.303
5.030,21.304
5.248,21.304
5.571,21.304
3.471,21.305
4.892,21.305
5.785,21.305
4.989,21.305
3.859,21.305
5.341,21.307
3.937,21.307
5.440,21.307
4.853,21.308
3.367,21.308
5.726,21.308
4.899,21.309
6.207,21.309
5.345,21.311
4.908,21.311
5.338,21.311
3.954,21.311
5.787,21.314
4.451,21.314
5.093,21.315
6.628,21.317
3.174,21.317
7.140,21.317
4.135,21.317
5.016,21.318
4.001,21.319
6.436,21.319
4.555,21.319
3.901,21.320
5.671,21.321
2.451,21.321
5.947,21.322
5.395,21.322
6.006,21.322
5.414,21.322
5.341,21.324
6.960,21.324
5.695,21.324
6.099,21.325
6.534,21.325
5.631,21.327
5.412,21.328
5.476,21.329
6.860,21.329
4.791,21.330
6.540,21.332
3.785,21.333
5.546,21.334
4.527,21.334
6.030,21.334
5.412,21.335
3.619,21.335
6.768,21.335
4.638,21.335
3.316,21.336
3.751,21.336
4.199,21.336
6.579,21.337
5.231,21.339
4.481,21.339
3.737,21.340
2.534,21.340
5.494,21.340
6.098,21.341
5.691,21.341
5.491,21.341
5.884,21.343
6.378,21.344
2.693,21.344
6.233,21.346
5.925,21.347
4.986,21.347
6.617,21.349
4.475,21.349
4.630,21.349
5.157,21.350
4.979,21.350
6.120,21.350
6.524,21.351
5.256,21.351
7.233,21.351
4.995,21.351
6.377,21.352
5.213,21.353
4.335,21.354
5.771,21.355
5.668,21.356
2.476,21.356
6.555,21.357
5.424,21.357
5.875,21.358
6.017,21.358
6.005,21.358
6.290,21.358
5.644,21.360
6.147,21.360
6.169,21.360
3.876,21.360
3.363,21.361
5.201,21.365
4.634,21.366
3.908,21.366
4.247,21.367
4.362,21.367
6.121,21.369
5.734,21.370
5.372,21.370
5.674,21.371
3.344,21.371
5.624,21.372
6.128,21.372
3.758,21.372
6.130,21.372
5.944,21.373
5.916,21.374
3.833,21.374
4.588,21.375
5.886,21.376
4.071,21.376
5.429,21.376
4.665,21.377
2.973,21.377
5.522,21.377
5.679,21.380
6.720,21.381
5.403,21.382
3.127,21.382
5.671,21.385
6.200,21.385
6.034,21.386
5.978,21.386
5.996,21.388
3.565,21.389
5.966,21.389
3.988,21.389
5.525,21.390
5.654,21.390
6.459,21.390
4.850,21.393
4.534,21.393
4.480,21.394
5.027,21.396
5.464,21.396
5.776,21.396
3.486,21.396
4.249,21.396
5.279,21.396
